sentence,score,datasetName
Go watch it!  ,1,imdb_labelled
Omit watching this.  ,0,imdb_labelled
VERY funny!  ,1,imdb_labelled
My rating: just 3 out of 10.  ,0,imdb_labelled
The characters are interesting and you really care for them.  ,1,imdb_labelled
"An instant classic, with a great soundtrack and a catchy song during the ending credits.  ",1,imdb_labelled
Don't miss it.  ,1,imdb_labelled
"This is a masterful piece of film-making, with many themes simmering and occasionally boiling over in this warts and all study of the poet's bohemian, self-indulgent wartime years that span the aerial bombardments of London and the outward tranquillity of a Welsh coastal retreat - the borderlines between friendship, lust and love, dedication to art and experience versus practical concerns, jealousy, rivalry, cowardice and egotism versus heroism and self-sacrifice and more.  ",1,imdb_labelled
"A mature, subtle script that suggests and occasionally brings into dramatic focus the underlying tensions is well served by perfect performances (apart from the odd inappropriate smiling that Keira Knightley is prone to, though perhaps under direction this time as the other characters themselves often mention it).  ",1,imdb_labelled
"But above all the exquisite visual composition of each moment, with inventive and elegant use of close-up, camera angle and lighting, including pointillistic faux home movie footage, is a wonder and joy to behold.  ",1,imdb_labelled
"It's as continuously beautiful to look at as a Bertolucci, but the relationships here are more convincing and the narrative more engaging than some of that master's work.  ",1,imdb_labelled
The basic premise is wasted since it is sidelined by the inexplicable focus on the documentary crew.  ,0,imdb_labelled
"Regardless, the film fails on most levels.  ",0,imdb_labelled
Avoid at all costs.  ,0,imdb_labelled
"I saw this film over Christmas, and what a great film it was!  ",1,imdb_labelled
I thought Errol Flynn was brilliant as Custer and has since become my favourite actor!  ,1,imdb_labelled
His acting alongside Olivia De Havilland was brilliant and the ending was fantastic!  ,1,imdb_labelled
"I had always known that Errol Flynn was a brilliant actor as he was my dads favourite actor, and I grew up watching his films as a child.  ",1,imdb_labelled
But it wasn't until I watched this film that I realised how great he actually was.  ,1,imdb_labelled
I'll give this film 10 out of 10!  ,1,imdb_labelled
"I know that Jim O'Connor was very energetic and that nobody could be as much as him, but George was well dull.  ",0,imdb_labelled
"He really didn't seem to want to be hosting; his voice-overs were monotonous, didn't get involved with the guests.  ",0,imdb_labelled
"Lovely little thriller from Hitchcock, with lots of nice shenanigans surrounding a murdered spy, a kidnapped child, a nasty church, a foreign plot and some random taxidermists.  ",1,imdb_labelled
"Jimmy Stewart is as ever a great hero for Hitchcock, the story rips along to its cool climax at an embassy function, but it lacks the brooding menace of Hitchcock's black and white, low-budget original.  ",1,imdb_labelled
Nevertheless yet another wonderful film from the great master's stable.  ,1,imdb_labelled
I have to say that this film was excellently produced and tops the ratings as a typical sci fi film!  ,1,imdb_labelled
Excellently produced by one of Sci-fi's best producers Scot Vandiver !  ,1,imdb_labelled
"But it is entertaining, nonetheless.  ",1,imdb_labelled
It's a campy sort of film that's a joy to watch.  ,1,imdb_labelled
There's barely a boring moment in the film and there are plenty of humorous parts.  ,1,imdb_labelled
The cast is always entertaining as usual.  ,1,imdb_labelled
"Overall, a delight!  ",1,imdb_labelled
"This movie is so mind-bendingly awful, it couldn't have even been created.  ",0,imdb_labelled
The film lacks any real scares or tension & some of the medical terminology used throughout is a bit iffy to say the least & I say that as an insulin dependant diabetic myself.  ,0,imdb_labelled
The least said about the acting the better.  ,0,imdb_labelled
This movie does an excellent job of revealing the complexity of the task and the incredible challenges facing South Africa.  ,1,imdb_labelled
I believe every one should see this movie as I think few people outside of South Africa understand its past and what is being attempted in the Truth and Reconciliation process.  ,1,imdb_labelled
Nothing short of magnificent photography/cinematography in this film.  ,1,imdb_labelled
"The acting is fantastic, the stories are seamlessly woven together, and the dogs are splendid............. A must rent, view, or see.  ",1,imdb_labelled
Don't be afraid of subtitles........ its worth a little aversion therapy 10/10  ,1,imdb_labelled
Excellent performance.  ,1,imdb_labelled
There still are good actors around!  ,1,imdb_labelled
Also great directing and photography.  ,1,imdb_labelled
"Very true to Shakespear, and a 'must' for all Shakespear fans.  ",1,imdb_labelled
"Macbeth (Jason Connery) moved me to tears with his final monolog (out brief candle, out)He gave the sphere of moral decay and dark forces a human face, which makes it the more interesting.  ",1,imdb_labelled
"Helen Baxendale is a very credible lady Macbeth who can be very cheerfull at times and sometimes she just looks like a naughty girl, but deadly in her taste for blood and evil.  ",1,imdb_labelled
"If you love death and decay, and Shakespears lyrics... this is the one.  ",1,imdb_labelled
"This is a witty and delightful adaptation of the Dr Seuss book, brilliantly animated by UPA's finest and thoroughly deserving of its Academy Award.  ",1,imdb_labelled
"Special mention should be made of the superb music score and sound effects, which are an integral element in helping to make this such a memorable and enjoyable cartoon.  ",1,imdb_labelled
"However Paul Schrader has indeed made a film ""about"" Mishima that is both superb & complex.  ",1,imdb_labelled
Also notable is John Bailey's fine crisp beautifully colored cinematography and the great production design & costumes by Eiko Ishioka who went on to do the memorable costumes for Coppola's Dracula for which she received a well deserved Oscar.  ,1,imdb_labelled
"Even allowing for poor production values for the time (1971) and the format (some kind of mini-series), this is baaaaaad.  ",0,imdb_labelled
"Unless you're just out to visually ""collect"" all extant films of Austen's work, you can skip this one.  ",0,imdb_labelled
"If you do watch it, however, there are small consolations: The actresses playing Anne's sisters each do a wonderful job with their roles.  ",1,imdb_labelled
It is not good.  ,0,imdb_labelled
"Speaking of the music, it is unbearably predictably and kitchy.  ",0,imdb_labelled
Then the film just dropped the ball.  ,0,imdb_labelled
This is a stunning movie.  ,1,imdb_labelled
Raw and sublimely moving.  ,1,imdb_labelled
"It felt like a very gripping, intelligent stage play (but without the overly theatrical feeling one actually gets from watching people on a stage) which plays on everyone's terror of a white lie escalating to monstrous consequences.  ",1,imdb_labelled
All of the main players are mesmerising.  ,1,imdb_labelled
Tom Wilkinson broke my heart at the end... and everyone else's judging by the amount of fumbling for hankies and hands going up to faces among males and females alike.  ,1,imdb_labelled
Julian Fellowes has triumphed again.  ,1,imdb_labelled
He's a national treasure.  ,1,imdb_labelled
GO AND SEE IT!  ,1,imdb_labelled
This is an excellent film.  ,1,imdb_labelled
The aerial scenes were well-done.  ,1,imdb_labelled
It was also the right balance of war and love.  ,1,imdb_labelled
"The film gives meaning to the phrase, ""Never in the history of human conflict has so much been owed by so many to so few.  ",1,imdb_labelled
Kris Kristoffersen is good in this movie and really makes a difference.  ,1,imdb_labelled
A good film by a great director!  ,1,imdb_labelled
This is definitely one of the better documentaries I have seen looking at family relationships and marriage.  ,1,imdb_labelled
"There are many continuity errors: one other user commented on different cars in the garage, Joe's glasses...the one that got to me the most was the fact Joe's facial hair configuration seemed to change from scene to scene.  ",0,imdb_labelled
This is just a great movie.  ,1,imdb_labelled
10 out of 10 stars.  ,1,imdb_labelled
I can't see how this movie can be an inspiration to anyone to come out or overcome fear and rejection.  ,0,imdb_labelled
It's so bad it's actually worth seeing just for that reason.  ,0,imdb_labelled
Punishment Park is a brilliant piece of cinema.  ,1,imdb_labelled
"Shot in the Southern California desert using his patent faux documentary style, Watkins creates a film like no other.  ",1,imdb_labelled
This is one of Peter Watkins most accessible films.  ,1,imdb_labelled
I advise you to look out for it.  ,1,imdb_labelled
You wont regret it!  ,1,imdb_labelled
Highly recommended A+  ,1,imdb_labelled
Well... Just if you keep thinking how bad it is.  ,0,imdb_labelled
"It's a mediocre, miserable, hollow, laughable and predictable piece of garbage.  ",0,imdb_labelled
It's a case of 'so bad it is laughable'.  ,0,imdb_labelled
") very bad performance plays Angela Bennett, a computer expert who is at home all the time.  ",0,imdb_labelled
"It is a film about nothing, just a pretext to show ridiculous action scenes.  ",0,imdb_labelled
How awful she is!  ,0,imdb_labelled
"But she is still a bad actress, repeating her robotic face moves in each of her pictures.  ",0,imdb_labelled
"The results, well, are a shame.  ",0,imdb_labelled
DELETE this film from your mind!  ,0,imdb_labelled
One of the worst shows of all time.  ,0,imdb_labelled
The show would begin with smart ass ed comments to each other that would be totally off the wall and uncalled for.  ,0,imdb_labelled
"The fat computer geek was unbelievable, the bible thumper, the bad-ass girl, who are these actors???  ",0,imdb_labelled
Never heard of any of them except Cole who was totally unbelievable in the part.  ,0,imdb_labelled
"Every time he opened his mouth you expect to hear, ""you see kids..."" Pulling the plug was a mercy killing for this horrible show.  ",0,imdb_labelled
The stories were as unbelievable as the actors.  ,0,imdb_labelled
Lame would be the best way to describe it.  ,0,imdb_labelled
"Stanwyck and Morgan are perfectly cast in what is, in many ways, a modern equivalent of Dickens' Christmas Carol in its sensibility.  ",1,imdb_labelled
The success of the film depends on the casting of Sydney Greenstreet as the Alexander Yardley character.  ,1,imdb_labelled
The attractive set used throughout most of the film is an eye-pleasing gem.  ,1,imdb_labelled
"Im big fan of RPG games too, but this movie, its a disgrace to any self-respecting RPGer there is.  ",0,imdb_labelled
"The lines, the cuts, the audio, everything is wrong.  ",0,imdb_labelled
You can find better movies at youtube.  ,0,imdb_labelled
"Top line: Don't waste your time and money on this one, its as bad as it comes.  ",0,imdb_labelled
"A Lassie movie which should have been ""put to sleep"".... FOREVER.  ",0,imdb_labelled
That's how I'd describe this painfully dreary time-waster of a film.  ,0,imdb_labelled
"So mediocre in every aspect that it just becomes a dull, uninteresting mess, this is one of the most forgettable movies I've seen.  ",0,imdb_labelled
"It isn't even an achievement as a ""so-bad-it's-good"" or ""so-bad-it's-memorable"" movie.  ",0,imdb_labelled
"It's an empty, hollow shell of a movie.  ",0,imdb_labelled
"Seriously, it's not worth wasting your, or your kid's time on.  ",0,imdb_labelled
"Avoid, avoid, avoid!  ",0,imdb_labelled
It will drive you barking mad!  ,0,imdb_labelled
The transfers are very good.  ,1,imdb_labelled
Very nice and relaxing late night viewing.  ,1,imdb_labelled
The movie is full of wonderful dancing (hence the title!  ,1,imdb_labelled
") some great music, and terrific scenery.  ",1,imdb_labelled
"It handles some tough issues with dignity and grace, and, of course, has (shocking spoiler here!  ",1,imdb_labelled
") a happy, wonderful, feel good ending!  ",1,imdb_labelled
"The point is the journey, a journey that touches every member of the family.  ",1,imdb_labelled
It's one of the movies I need to see whenever it comes on TV...never mind the fact that I already have it memorized!  ,1,imdb_labelled
Nothing new there.  ,0,imdb_labelled
That was done in the second movie.  ,0,imdb_labelled
The movie has almost no action scenes in it and very little comedy.  ,0,imdb_labelled
The plot has more holes than a pair of fishnet stockings and the direction and editing is astonishingly ham fisted.  ,0,imdb_labelled
What on earth is Irons doing in this film?  ,0,imdb_labelled
I just saw this film and I recommend it.  ,1,imdb_labelled
"It has a very good plot, it holds your complete attention, the acting is superb, Tom Wilkinson was fantastic and Emily Watson was also very good.  ",1,imdb_labelled
"A very good film indeed, about great and unconditional love.  ",1,imdb_labelled
"Tom Wilkinson's character is a man who is not prepared for the ordeal that is about to begin, but he takes the matter in hand as the story progresses, and this great actor gives a performance that makes you feel the character's anguish and suffering.  ",1,imdb_labelled
"Emily Watson's character is very strong, and she has only to give a quick glance and you understand everything.  ",1,imdb_labelled
"Despite the pans of reviewers, I liked this movie.  ",1,imdb_labelled
"In fact, I liked it better than Interview With a Vampire and I liked this Lestat (Stuart Townsend) better than Cruise's attempt.  ",1,imdb_labelled
"Aailiyah was pretty good as Akasha, in places compelling (her first entrance and mini dance scene).  ",1,imdb_labelled
"I'm a big fan of this series mostly due to Anne Rice's style, sensitivities and treatments.  ",1,imdb_labelled
I guess I liked the details of his dysfunction--he was believable.  ,1,imdb_labelled
The football scenes at the end were perplexing.  ,0,imdb_labelled
But I thought his acting was skilled.  ,1,imdb_labelled
Meredith M was better than all right.  ,1,imdb_labelled
A very charming film with wonderful sentiment and heart.  ,1,imdb_labelled
It is rare when a film-maker takes the time to tell a worthy moral tale with care and love that doesn't fall into the trap of being overly syrupy or over indulgent.  ,1,imdb_labelled
Nine out of ten for a truly lovely film.  ,1,imdb_labelled
This early film from future goremeister Lucio Fulci is a very good addition to the giallo sub-genre.  ,1,imdb_labelled
This is one of the best Italian thrillers of the early 70's.  ,1,imdb_labelled
A standout scene.  ,1,imdb_labelled
This scene is very strong and unpleasant.  ,0,imdb_labelled
"Technically, the film is well made with impressive camera-work, solid acting and effective music from Riz Ortolani  particularly good is a recurring unaccompanied female vocal that sounds like it's coming from a distant hill.  ",1,imdb_labelled
It's still wild stuff though and is highly recommended to fans of giallo cinema.  ,1,imdb_labelled
The movie was very interesting from beginning to the end.  ,1,imdb_labelled
I liked the way Dustin Hoffman's character was ready to do just about everything to stay with his son.  ,1,imdb_labelled
This movie is also revealing.  ,1,imdb_labelled
"Personally, I think it shows that people should learn to find a compromise them self without involving other people into issue.  ",1,imdb_labelled
And it was boring.  ,0,imdb_labelled
"I am so tired of clichés that is just lazy writing, and here they come in thick and fast.  ",0,imdb_labelled
PS the only scene in the movie that was cool is when the central character finds her room blown up.  ,1,imdb_labelled
"It's a fresh, subtle, and rather sublime effect.  ",1,imdb_labelled
"An Italian reviewer called this ""a small, great film,"" and that's right.  ",1,imdb_labelled
"All the actors give a wonderful performance, especially Jennifer Rubin as Jamie Harris, who changes from the nervous starlet in the beginning through the strange events she is part of to the cool star.  ",1,imdb_labelled
"You learn a lot about the real inside emotions of people in this movie, and a lot about the movie business itself.  ",1,imdb_labelled
"The movie in movie situations in the beginning and through the game that is played with her by the ""acting coach"" are fascinating.  ",1,imdb_labelled
Also the music by Mark Snow is possibly the best score I've ever heard.  ,1,imdb_labelled
You won't forget this movie!  ,1,imdb_labelled
Why was this film made?  ,0,imdb_labelled
The film has an ultra-cheap look to it.  ,0,imdb_labelled
The result is a film that just don't look right.  ,0,imdb_labelled
None of them are engaging or exciting.  ,0,imdb_labelled
The plot is nonsense that doesn't interest in the slightest way or have any uniqueness to it.  ,0,imdb_labelled
The Foreigner is not worth one second of your time.  ,0,imdb_labelled
"I saw it as a child on TV back in 1973, when it was ""The Stranger"" and I loved it.  ",1,imdb_labelled
But the duet between the astronaut and his doctor at the beginning of the movie is a perfect exchange if one considers that this movie was made well into the Cold War and the astronaut's biggest fear is that he has crashed in the USSR.  ,1,imdb_labelled
This movie is so awesome!  ,1,imdb_labelled
"I loved it, it was really scary.  ",1,imdb_labelled
I love the Scream movies and all horror movies and this one ranks way up there.  ,1,imdb_labelled
If you want a real scare rent this one!  ,1,imdb_labelled
10/10  ,1,imdb_labelled
This is an extraordinary film.  ,1,imdb_labelled
"As a courtroom drama, it's compelling, as an indictment on the American justice system, it's frightening.  ",1,imdb_labelled
"This film highlights the fundamental flaws of the legal process, that it's not about discovering guilt or innocence, but rather, is about who presents better in court.  ",1,imdb_labelled
"The film is well paced, understated and one of the best courtroom documentaries I've seen.  ",1,imdb_labelled
This mostly routine fact-based TV drama gets a boost from the fine performance by Cole.  ,1,imdb_labelled
"Predictable, but not a bad watch.  ",1,imdb_labelled
It was clear that she had the range and ability to pull off this part.  ,1,imdb_labelled
She carries the movie well.  ,1,imdb_labelled
Constantine gives everything the right intensity and seems to have a good understanding of the underlying psychological motivations.  ,1,imdb_labelled
"It is wonderful and inspiring to watch, and I hope that it gets released again on to video or DVD.  ",1,imdb_labelled
"How this piece of trash was ever released is beyond me: the acting, the story, the characters, the supposedly special effects, etc...it's ALL wrong.  ",0,imdb_labelled
"In fact, this stinker smells like a direct-to-video release.  ",0,imdb_labelled
Avoid at ALL costs!  ,0,imdb_labelled
Star Trek V The final Frontier is the worst in the series.  ,0,imdb_labelled
"The acting from all involved and that includes those like Shatner and Nimoy is bad and washed out and making them seem as old as they look in real life, the special effects are tacky like when Spock has to rescue Kirk on a jet pack when he falls down from a mountain.  ",0,imdb_labelled
The attempts at humor were pitiful and story is so awful it dosen't bear thinking about which basically involves a Vulcan stealing the Enterprise to find god (seriously) I just didn't care about any of this film and oh not to mention Uhura does a belly dance to distract male guards.  ,0,imdb_labelled
The only place good for this film is in the garbage.  ,0,imdb_labelled
The worst one of the series.  ,0,imdb_labelled
Editing: The editing of this film was phenomenal in my opinion.  ,1,imdb_labelled
"When a song could explain the emotions of the subjects better, such as when Jay Adams' unfortunate life was a subject of talk, the song Old Man by Neil Young was played, which evokes many emotions.  ",1,imdb_labelled
Cinematography: The film was shot in an interesting way.  ,1,imdb_labelled
"Of course the footage from the 70s was grainy, but that only enhanced the film.  ",1,imdb_labelled
This film offers many delights and surprises.  ,1,imdb_labelled
"When Achille and Philippa beautifully sing a duet from ""Don Giovanni"" that perfectly describes their situation in the movie, you appreciate the subtle layers of this excellent film.  ",1,imdb_labelled
The story unfolds in 18th century Jutland and the use of period music played on period instruments is just one more fine touch.  ,1,imdb_labelled
You share General Loewenhielm's exquisite joy in his partaking of the Cailles en Sarcophage even though you are just watching a movie - but you do wish for just a small sample to savor.  ,1,imdb_labelled
But this understated film leaves a lasting impression.  ,1,imdb_labelled
The warmth it generates is in contrast to its austere backdrop.  ,1,imdb_labelled
You will leave the theater wanting to go out and dance under the stars.  ,1,imdb_labelled
"The acting, as you'd expect from this cast, is top notch.  ",1,imdb_labelled
"The characters are fleshed out surprisingly well, particularly Grimes and Blake, and all the actors deliver their sharply scripted lines with just the right amount of deadpan tongue in cheek to make the dialogue both hilarious and realistic.  ",1,imdb_labelled
"Angus Scrimm also turns in a good performance in a somewhat brief but memorable role as the gently menacing, violin-playing anatomist Doctor Quinn.  ",1,imdb_labelled
Conclusion - I loved it.  ,1,imdb_labelled
It's a long time since I was so entertained by a movie.  ,1,imdb_labelled
I struggle to find anything bad to say about it.  ,1,imdb_labelled
"Mark my words, this is one of those cult films like Evil Dead 2 or Phantasm that people will still be discovering and falling in love with 20, 30, 40 years down the line.  ",1,imdb_labelled
"It's pretty surprising that this wonderful film was made in 1949, as Hollywood generally had its collective heads in the sand concerning black and white issues at that time.  ",1,imdb_labelled
"The film deserves strong kudos for taking this stand, for having exceptional acting from its mostly lesser-known cast and for the super-intelligent script that doesn't insult the audience or take the easy way out when it comes to white racism.  ",1,imdb_labelled
"Plus, with the movie's rather modest budget and fast running time, it does an amazing job!  ",1,imdb_labelled
Juano Hernandez (an exceptional actor who played supporting roles in many films of the era) is a proud black man who is accused of murdering a white man in the South.  ,1,imdb_labelled
Trumbull on I LOVE LUCY).  ,1,imdb_labelled
See it with your kids if you have a chance--it will open up some amazing dialog about how far race relations have come in the last 50 years.  ,1,imdb_labelled
See both films if you can.  ,1,imdb_labelled
"It was that year, however, that reminded us that Huston was still at the top of his game as evinced by his faithful adaptation of James Joyce's acclaimed novella ""The Dead.  ",1,imdb_labelled
"Feelings, thoughts...Gabriel's discomfort during the dance...all these intangibles leap to life and come within the viewer's grasp in Huston's portrayal.  ",1,imdb_labelled
Very disappointed and wondered how it could be in the Oscar shortlist.  ,0,imdb_labelled
It's very slow.  ,0,imdb_labelled
Lot of holes in the plot: there's nothing about how he became the emperor; nothing about where he spend 20 years between his childhood and mature age.  ,0,imdb_labelled
) Don't waste your time.  ,0,imdb_labelled
End of Days is one of the worst big-budget action movies I've ever seen.  ,0,imdb_labelled
He surely doesn't know how to make a coherent action movie from the screenwriter of Air Force One who was only obliged to write the script just for a big sum of money.  ,0,imdb_labelled
This was one of the worst films i have ever seen.  ,0,imdb_labelled
I'm still trying to get over how bad it was.  ,0,imdb_labelled
This movie is possibly one of the most creative works of horror ever.  ,1,imdb_labelled
"It has everything you could want... suspense, drama, comedy, confusing subplots, native americans, brain eating... If you're looking for the be-all, end-all of brainsucking movies, look no further.  ",1,imdb_labelled
""" With great sound effects, and impressive special effects, I can't recommend this movie enough.  ",1,imdb_labelled
"Call me a nut, but I think this is one of the best movies ever.  ",1,imdb_labelled
Great character actors Telly Savalas and Peter Boyle.  ,1,imdb_labelled
"1 hour 54 minutes of sheer tedium, melodrama and horrible acting, a mess of a script, and a sinking feeling of GOOD LORD, WHAT WERE THEY THINKING?  ",0,imdb_labelled
Lots of holes in the script.  ,0,imdb_labelled
It's like a bad two hour TV movie.  ,0,imdb_labelled
Now imagine that every single one of those decisions was made wrong.  ,0,imdb_labelled
The dialogue is atrocious.  ,0,imdb_labelled
The acting is beyond abysmal.  ,0,imdb_labelled
Everything stinks.  ,0,imdb_labelled
"Trouble is, the writing and directing make it impossible to establish those things that make a movie watchable, like character, story, theme and so on.  ",0,imdb_labelled
"Worse, there's an incredibly weak sub-plot thrown in that follows a little band of latter-day Mansonites as they go after a reporter who's working on a story on the anniversary of the killings.  ",0,imdb_labelled
"It's dumb and pointless, and a complete waste of time.  ",0,imdb_labelled
"In short, don't bother with this movie.  ",0,imdb_labelled
"I won't spoil it, but the ending in pretty amazing.  ",1,imdb_labelled
"The best scene in the movie is at the end, but I won't spoil it.  ",1,imdb_labelled
"If there was ever an indication of a writer and a director's ability to meld two highly volatile temperaments into a seamless union of creativity, then this is it!  ",1,imdb_labelled
"The result is a powerhouse achievement, made more timely now perhaps because of our culture's disturbing fascination with celebrity, and it's distorted interpretations of fame.  ",1,imdb_labelled
A film not easily forgotten.  ,1,imdb_labelled
"But, Kevin Spacey is an excellent, verbal tsunami as Buddy Ackerman  and totally believable because he is a great actor.  ",1,imdb_labelled
The scripting of the subtle comedy is unmatched by any movie in recent years.  ,1,imdb_labelled
"The characters are interesting, even if a bit predictable.  ",1,imdb_labelled
"Highly recommended for all ages, although the younger set will probably not appreciate some of the more subtle references, they will certainly appreciate one galley scene in particular!  ",1,imdb_labelled
Great movie!  ,1,imdb_labelled
Also the story and acting were weak.  ,0,imdb_labelled
"At around 4 pm I bought it, at around 8pm I started to watch, at around 8.15pm I fast forwarded the remaining film to see if there was anything left watchable for a human being with a brain... but there wasn't.  ",0,imdb_labelled
"Either way, it sucks.  ",0,imdb_labelled
The script is horrendously stupid.  ,0,imdb_labelled
The story starts too fast with absolutely no suspense or build-up in the slightest.  ,0,imdb_labelled
Everything Captain Howdy says is either laughable or just plain stupid.  ,0,imdb_labelled
What the hell kind of crap is that?!  ,0,imdb_labelled
"Then, there's the plot holes.  ",0,imdb_labelled
You could drive a semi truck into these holes!  ,0,imdb_labelled
Linda Cardellini is the only thing good in this film.  ,1,imdb_labelled
She's poised and amazing.  ,1,imdb_labelled
Dee Snider just plain sucks.  ,0,imdb_labelled
"He can't act (one of the least scary villains I have ever seen), he can't write (did he write this damn movie in his sleep?  ",0,imdb_labelled
I was bored throughout the whole damn thing.  ,0,imdb_labelled
"The acting sucks, the music sucks, the script sucks, the pacing sucks, the special FX suck, the directing sucks... basically, this movie sucks.  ",0,imdb_labelled
This film tries to be a serious and sophisticated thriller/horror flick and it fails miserably.  ,0,imdb_labelled
This is probably one of the least effective and utterly unoriginal films I have ever seen in my entire life.  ,0,imdb_labelled
A piece of cinematic garbage captured on celluloid.  ,0,imdb_labelled
Avoid at any and all costs.  ,0,imdb_labelled
"At any rate this film stinks, its not funny, and Fulci should have stayed with giallo and supernatural zombie movies.  ",0,imdb_labelled
Avoid this film at all costs.  ,0,imdb_labelled
"I don't know what happened in Season Five, what a mess.  ",0,imdb_labelled
The only consistent thread holding the series together were the amazing performances of Leni Parker and Anita LaSelva as the two Taelons in quiet idealogical conflict.  ,0,imdb_labelled
Now this is a movie I really dislike.  ,0,imdb_labelled
It's one of the most boring Horror movies from the 90's mainly because it starts slow and centers in a boring atmosphere.  ,0,imdb_labelled
"The puppets look really cheesy , not in a good way like in the Puppet Master 80's flicks.  ",0,imdb_labelled
"The story is lame, not interesting and NEVER really explains the sinister origins of the puppets.  ",0,imdb_labelled
There aren't death scenes like in previous movies and the f/x are terrible.  ,0,imdb_labelled
"I felt asleep the first time I watched it, so I can recommend it for insomniacs.  ",0,imdb_labelled
"The fact is, this film is a wonderful, heartwarming tale about two people chasing their dreams.  ",1,imdb_labelled
"The best part about ""Nurse Betty"" is it's unpredictability.  ",1,imdb_labelled
"Director Neil LaBute uses brutal violence to seperate dreams from reality, and along with the touching drama, and hilarious comedy, you can never tell what is going to happen next.  ",1,imdb_labelled
"Otherwise, don't even waste your time on this.  ",0,imdb_labelled
This one just fails to create any real suspense.  ,0,imdb_labelled
"As for the killer, don't expect anything original or even remotely frightening.  ",0,imdb_labelled
"There is, however, some pretty good acting (at least, for this type of film).  ",1,imdb_labelled
I'm so sorry but I really can't recommend it to anyone.  ,0,imdb_labelled
"One of the most boring,pointless movies I have ever seen.  ",0,imdb_labelled
The secondary plot line is incomprehensible and its relation to the primary plot line is mystifying.  ,0,imdb_labelled
Hated it.  ,0,imdb_labelled
This is one of the worst Sandra Bullock movie since Speed 2 But not quite that bad.  ,0,imdb_labelled
"I don't understand how this garbage got on the shelves of the movie store, it's not even a real movie!  ",0,imdb_labelled
I highly doubt that anyone could ever like this trash.  ,0,imdb_labelled
This is not movie-making.  ,0,imdb_labelled
"The acting is like watching wooden puppets moving around and reading from a book, that's how bad it is.  ",0,imdb_labelled
"So I am here to warn you--DO NOT RENT THIS MOVIE, it is the dumbest thing you have never seen!  ",0,imdb_labelled
I saw this short film on HBO the other day and absolutely loved it.  ,1,imdb_labelled
I didn't realize how wonderful the short really is until the last two scenes.  ,1,imdb_labelled
Excellent short film.  ,1,imdb_labelled
"Hopefully, the director James Cox can turn the short into a feature length film with the same cast, or win us over with a whole new film.  ",1,imdb_labelled
"I agree with Jessica, this movie is pretty bad.  ",0,imdb_labelled
"Characters are one-dimensional, even the good guys and especially the bad guys.  ",0,imdb_labelled
The story line is totally predictable.  ,0,imdb_labelled
"Not much dialogue, not much music, the whole film was shot as elaborately and aesthetically like a sculpture.  ",1,imdb_labelled
I've seen soap operas more intelligent than this movie.  ,0,imdb_labelled
"Bad characters, bad story and bad acting.  ",0,imdb_labelled
Really awful.  ,0,imdb_labelled
Not easy to watch.  ,0,imdb_labelled
"Funny, clever, hip - just like Pray's previous film, Hype!  ",1,imdb_labelled
It was a long time that i didn't see a so charismatic actor on screen.  ,1,imdb_labelled
Paolo Sorrentino has written a wonderful story about loneliness and Tony has built one of the most unforgettable characters seen in movies in recent years.  ,1,imdb_labelled
The movie is not completely perfect but 'Titta Di Girolamo' will stay with you for a long time after the vision of the movie.  ,1,imdb_labelled
I rate this movie 9/10.  ,1,imdb_labelled
"I do not know if this was Emilio Estevez's directorial debut, but the pacing, the interplay and development of the characters as well as some clever camera work surrounding the character Estevez plays all suggest a natural eye.  ",1,imdb_labelled
The interplay between Martin and Emilio contains the same wonderful chemistry we saw in Wall Street with Martin and Charlie.  ,1,imdb_labelled
"Kathy Bates is wonderful in her characters subtle desperation and escapism; a variation on her character in ""At Play In The Fields Of The Lord"".  ",1,imdb_labelled
For readers who have already seen one of Miyazaki's films: he is still in top form and made another worthwhile experience.  ,1,imdb_labelled
"It never condescends, all the characters have good genuine hearts and believable problems.  ",1,imdb_labelled
The two main characters may be two of the most believable children I ever saw put on screen.  ,1,imdb_labelled
"They are so easy to love, but even more easy to identify with.  ",1,imdb_labelled
This movie is great--especially if you enjoy visual arts.  ,1,imdb_labelled
The scenery that the two daughters paint and photograph are beautiful.  ,1,imdb_labelled
The story is also both funny and poignant at times.  ,1,imdb_labelled
"People who like European films and ""art movies"" will like this movie.  ",1,imdb_labelled
This is truly an art movie--it actually has a lot of art in it.  ,1,imdb_labelled
Go rent it.  ,1,imdb_labelled
"However, after finally watching this film, I realized that not only had I had a closed mind to the brilliance it depicts, I also found myself watching it over and over again.  ",1,imdb_labelled
"It's the one movie that never ceases to interest me, simply because it keeps me alert, as I try to attempt to decipher it's meanings.  ",1,imdb_labelled
Brilliance indeed.  ,1,imdb_labelled
"But if you liked movies like The Matrix (and better yet, their sequels) I think you'll appreciate the thought provoking, mindblowing experience this film will give you.  ",1,imdb_labelled
Think of the film being like a dream.  ,1,imdb_labelled
Simply beautiful.  ,1,imdb_labelled
Both Rickman and Stowe play their roles to the hilt in this tale of a childrens' book writer who-- maybe?-- has written a subversive tract.  ,1,imdb_labelled
"It's a gloriously fun, fast paced and fairly accurate portrayal of the night of a raver.  ",1,imdb_labelled
It presents a idyllic yet serious portrayal of the ups and downs of the characters lives.  ,1,imdb_labelled
"Just whatever you do, avoid ""Groove"" as its the antithesis of all that is good about Human Traffic.  ",0,imdb_labelled
